"date","hour","obs","click_bool","booking_bool","gross_bookings_usd"
"2013-03-05","18",3040,146,82,28071.63
"2013-03-05","19",3413,159,99,32668.08
"2013-03-05","20",2694,115,69,27657.33
"2013-03-05","21",2381,102,66,25669.68
"2013-03-05","22",2180,97,61,24308.14
"2013-03-05","23",1350,63,36,11720.05
"2013-03-06","00",681,33,16,9485
"2013-03-06","01",494,29,17,10793.7
"2013-03-06","02",341,19,10,5255.89
"2013-03-06","03",311,12,8,6522.4
"2013-03-06","04",430,16,13,4640.07
"2013-03-06","05",1150,46,32,12285.41
"2013-03-06","06",1567,74,53,17528.1
"2013-03-06","07",2131,90,54,21170.95
"2013-03-06","08",2116,93,58,20168.21
"2013-03-06","09",2770,114,77,34135.4
"2013-03-06","10",3556,149,98,33368.29
"2013-03-06","11",3523,163,88,27652.33
"2013-03-06","12",3150,140,85,40256.08
"2013-03-06","13",3500,159,83,36273.55
"2013-03-06","14",3554,154,105,47267.58
"2013-03-06","15",3452,155,90,39036.14
"2013-03-06","16",2931,132,77,28878.19
"2013-03-06","17",3943,186,97,43741.24
"2013-03-06","18",3348,149,81,31601.8
"2013-03-06","19",3355,144,77,24982.88
"2013-03-06","20",2863,138,81,34033.55
"2013-03-06","21",2601,112,71,31238.08
"2013-03-06","22",1490,72,47,12887.02
"2013-03-06","23",1097,43,31,15449.05
"2013-03-07","00",669,29,22,7873.75
"2013-03-07","01",601,24,10,3539.29
"2013-03-07","02",390,19,10,2593.03
"2013-03-07","03",380,15,11,4629.56
"2013-03-07","04",467,20,13,2977.1
"2013-03-07","05",1048,40,31,12769.11
"2013-03-07","06",1306,58,41,9413.06
"2013-03-07","07",2009,83,56,21921.03
"2013-03-07","08",2412,105,66,25776.24
"2013-03-07","09",3003,135,80,31422.32
"2013-03-07","10",3458,140,99,38758.3
"2013-03-07","11",2844,143,86,29586.04
"2013-03-07","12",3554,148,100,35692.06
"2013-03-07","13",3850,170,102,38597.9
"2013-03-07","14",3047,138,86,29139.89
"2013-03-07","15",2659,128,76,27367.71
"2013-03-07","16",2847,121,88,30122.92
"2013-03-07","17",2861,128,74,29012.35
"2013-03-07","18",3257,138,83,30183.18
"2013-03-07","19",3498,156,100,33046.11
"2013-03-07","20",2188,96,59,19544.51
"2013-03-07","21",1219,55,24,8177.76
"2013-03-07","22",1670,76,49,15744.53
"2013-03-07","23",1420,65,49,28604.91
"2013-03-08","00",640,37,17,8401.21
"2013-03-08","01",635,25,14,3651.95
"2013-03-08","02",180,10,9,5725.23
"2013-03-08","03",246,12,11,5561.46
"2013-03-08","04",789,34,23,9989.82
"2013-03-08","05",716,34,25,12039.67
"2013-03-08","06",1469,64,46,21974.99
"2013-03-08","07",1492,71,51,16698.76
"2013-03-08","08",2694,120,80,31996.24
"2013-03-08","09",2740,110,78,28026.34
"2013-03-08","10",2522,110,74,30442.44
"2013-03-08","11",3370,152,93,37683.59
"2013-03-08","12",2988,127,85,29198.93
"2013-03-08","13",2790,137,76,27836.85
"2013-03-08","14",2168,102,60,19082.01
"2013-03-08","15",2872,133,89,33551.88
"2013-03-08","16",2703,123,80,28169.59
"2013-03-08","17",2380,104,62,21673.89
"2013-03-08","18",2023,92,59,19280.01
"2013-03-08","19",2626,115,74,29385.47
"2013-03-08","20",2412,104,66,26458.46
"2013-03-08","21",1601,75,45,17870.49
"2013-03-08","22",1119,58,30,6974.97
"2013-03-08","23",710,33,18,5794.81
"2013-03-09","00",582,26,13,3856.21
"2013-03-09","01",380,28,12,8188.14
"2013-03-09","02",514,19,12,3203.69
"2013-03-09","03",358,21,7,1495.08
"2013-03-09","04",414,19,10,2333.48
"2013-03-09","05",685,27,18,6749.68
"2013-03-09","06",887,42,24,7689.79
"2013-03-09","07",1732,73,51,21142.99
"2013-03-09","08",2107,91,55,24114.7
"2013-03-09","09",2118,95,60,21328.45
"2013-03-09","10",2393,115,62,38584.37
"2013-03-09","11",1992,85,49,18073.86
"2013-03-09","12",2360,105,68,30141.18
"2013-03-09","13",1801,85,55,18398.44
"2013-03-09","14",2575,114,75,37409.36
"2013-03-09","15",2849,121,74,31577.71
"2013-03-09","16",2142,94,61,23921.59
"2013-03-09","17",2202,103,74,28269.96
"2013-03-09","18",2585,117,67,22915.09
"2013-03-09","19",2004,89,59,22803.22
"2013-03-09","20",1614,73,45,18485.07
"2013-03-09","21",1657,74,49,17492.52
"2013-03-09","22",1368,62,32,11079.12
"2013-03-09","23",827,39,21,11265.19
"2013-03-10","00",484,29,17,6830.61
"2013-03-10","01",547,21,14,7063.36
"2013-03-10","02",27,1,1,219.9
"2013-03-10","03",384,18,11,2272.15
"2013-03-10","04",188,8,6,2865.48
"2013-03-10","05",296,11,10,2922.13
"2013-03-10","06",858,37,23,12137.51
"2013-03-10","07",758,32,20,8867.51
"2013-03-10","08",1313,53,35,10395.09
"2013-03-10","09",1689,77,49,15107.03
"2013-03-10","10",2187,93,64,29233.7
"2013-03-10","11",2350,97,66,23097.1
"2013-03-10","12",2363,114,70,23557.23
"2013-03-10","13",2519,122,72,22958.22
"2013-03-10","14",2596,117,68,22359.72
"2013-03-10","15",3195,152,83,36240.44
"2013-03-10","16",3411,153,100,30467.32
"2013-03-10","17",2728,128,73,31442.72
"2013-03-10","18",3293,149,95,29343.78
"2013-03-10","19",3686,170,90,31855.83
"2013-03-10","20",2649,127,79,29352.88
"2013-03-10","21",2346,108,56,23861.35
"2013-03-10","22",1729,78,41,12304.17
"2013-03-10","23",1252,63,37,17383.07
"2013-03-11","00",634,28,18,5065.08
"2013-03-11","01",369,16,12,3084.89
"2013-03-11","02",252,12,6,2174.16
"2013-03-11","03",333,15,10,3991.85
"2013-03-11","04",301,11,7,3778.69
"2013-03-11","05",600,28,11,2939.44
"2013-03-11","06",1279,60,39,25507.24
"2013-03-11","07",1811,76,51,20980.39
"2013-03-11","08",2499,114,62,25271.01
"2013-03-11","09",3428,145,93,37101.6
"2013-03-11","10",3059,130,80,33701.89
"2013-03-11","11",3112,137,89,29816.21
"2013-03-11","12",3183,131,89,36707.24
"2013-03-11","13",2771,131,79,32251.53
"2013-03-11","14",3472,145,93,39174.87
"2013-03-11","15",2797,120,72,24601.87
"2013-03-11","16",2932,133,84,36251.88
"2013-03-11","17",3233,136,89,27591.61
"2013-03-11","18",3852,168,104,47509.69
"2013-03-11","19",3938,158,99,38433.56
"2013-03-11","20",2907,155,88,32508.01
"2013-03-11","21",2441,115,68,23388.79
"2013-03-11","22",1985,89,52,19871.59
"2013-03-11","23",1210,56,33,11039.58
"2013-03-12","00",654,37,19,9044.14
"2013-03-12","01",324,17,8,4805.27
"2013-03-12","02",181,10,7,3276.38
"2013-03-12","03",165,8,6,4537.35
"2013-03-12","04",353,16,7,3617.79
"2013-03-12","05",720,38,26,6928.93
"2013-03-12","06",1169,52,37,15310.02
"2013-03-12","07",1593,67,43,16986.55
"2013-03-12","08",1877,86,63,27633.93
"2013-03-12","09",2741,131,79,39046.57
"2013-03-12","10",2921,120,76,27396.98
"2013-03-12","11",3182,143,96,29376.08
"2013-03-12","12",2989,129,81,25010.81
"2013-03-12","13",3443,142,89,31586.13
"2013-03-12","14",2862,140,70,30899.92
"2013-03-12","15",2677,121,69,23619.29
"2013-03-12","16",3536,141,91,39850.6
"2013-03-12","17",3105,139,82,29245.03
"2013-03-12","18",3354,174,96,34665.99
"2013-03-12","19",3586,182,85,34541.43
"2013-03-12","20",2584,112,63,27163.63
"2013-03-12","21",3035,147,79,32434.23
"2013-03-12","22",1712,77,44,25443.56
"2013-03-12","23",1401,70,25,9683.6
"2013-03-13","00",523,22,14,4733.52
"2013-03-13","01",524,29,15,5077.77
"2013-03-13","02",288,13,9,3556.82
"2013-03-13","03",237,10,8,1687.68
"2013-03-13","04",436,20,13,6648.26
"2013-03-13","05",482,25,12,8421.29
"2013-03-13","06",1032,46,33,10758.02
"2013-03-13","07",1913,84,51,22986.2
"2013-03-13","08",2994,130,77,21564.44
"2013-03-13","09",2301,105,74,25995.24
"2013-03-13","10",2259,110,64,28229.17
"2013-03-13","11",2468,113,60,24264.22
"2013-03-13","12",2567,121,74,30916
"2013-03-13","13",2636,125,76,30603.8
"2013-03-13","14",2621,121,80,34881
"2013-03-13","15",2830,118,79,30872.5
"2013-03-13","16",2888,144,83,36288.39
"2013-03-13","17",2717,121,75,31427.22
"2013-03-13","18",3488,172,98,35164.59
"2013-03-13","19",3416,168,81,24659.12
"2013-03-13","20",3243,141,89,28216.18
"2013-03-13","21",2747,132,76,24275.9
"2013-03-13","22",1794,92,53,21701.84
"2013-03-13","23",1437,69,44,14588.76
"2013-03-14","00",1134,63,34,15527.67
"2013-03-14","01",380,16,11,10859.75
"2013-03-14","02",365,13,10,3732.83
"2013-03-14","03",147,6,4,3552.86
"2013-03-14","04",361,13,8,6087.09
"2013-03-14","05",659,27,19,8411.39
"2013-03-14","06",1278,59,33,9116.07
"2013-03-14","07",2234,101,58,15518.29
"2013-03-14","08",2357,105,57,19222.1
"2013-03-14","09",2682,118,66,22862.77
"2013-03-14","10",2897,139,84,30137.38
"2013-03-14","11",2398,129,81,27179.25
"2013-03-14","12",2715,123,66,26358.91
"2013-03-14","13",3229,155,97,33796.42
"2013-03-14","14",3231,139,86,26946.67
"2013-03-14","15",2497,110,73,27773.89
"2013-03-14","16",2851,124,77,41353.84
"2013-03-14","17",2725,128,73,26606.01
"2013-03-14","18",2844,117,82,25763.18
"2013-03-14","19",3310,155,89,38394.62
"2013-03-14","20",2375,109,71,24508.42
"2013-03-14","21",2162,97,69,26930.26
"2013-03-14","22",1878,85,49,20973.43
"2013-03-14","23",1088,51,25,10042.55
"2013-03-15","00",689,31,17,10463.36
"2013-03-15","01",347,17,9,3605.78
"2013-03-15","02",271,14,6,2573.94
"2013-03-15","03",434,20,13,3624.57
"2013-03-15","04",452,28,16,5077.33
"2013-03-15","05",925,37,22,7380.37
"2013-03-15","06",1672,73,48,16268.23
"2013-03-15","07",1608,74,51,15189.92
"2013-03-15","08",1718,80,48,13597.01
"2013-03-15","09",2516,132,74,28489.36
"2013-03-15","10",3076,133,96,35919.67
"2013-03-15","11",2772,114,78,25804.98
"2013-03-15","12",3044,147,97,33599.73
"2013-03-15","13",2334,107,70,25707.05
"2013-03-15","14",3210,149,97,48326.22
"2013-03-15","15",2568,110,74,24764.98
"2013-03-15","16",2398,104,70,19662.71
"2013-03-15","17",2773,124,82,27531.85
"2013-03-15","18",2137,106,64,24876.21
"2013-03-15","19",2497,126,68,33774.78
"2013-03-15","20",1819,93,46,19135.64
"2013-03-15","21",1771,77,48,20274.11
"2013-03-15","22",1430,65,42,17390.62
"2013-03-15","23",1166,52,26,12587.14
"2013-03-16","00",567,36,19,15066.49
"2013-03-16","01",456,23,10,2383.73
"2013-03-16","02",239,9,6,1772.23
"2013-03-16","03",269,12,9,1916.65
"2013-03-16","04",286,9,8,1942.5
"2013-03-16","05",665,30,17,5219.11
"2013-03-16","06",924,37,25,7774.38
"2013-03-16","07",1338,56,33,14090.43
"2013-03-16","08",1482,72,47,24726.06
"2013-03-16","09",1762,87,59,17462.06
"2013-03-16","10",2921,123,85,23986.24
"2013-03-16","11",2227,107,62,25852.4
"2013-03-16","12",2453,100,68,23019.21
"2013-03-16","13",2228,95,68,23002.57
"2013-03-16","14",1832,93,59,21565.85
"2013-03-16","15",2649,128,65,24224.99
"2013-03-16","16",1896,92,48,14224.12
"2013-03-16","17",2038,80,53,18398.23
"2013-03-16","18",1990,85,63,26270.06
"2013-03-16","19",2597,103,74,31327.3
"2013-03-16","20",1899,84,57,20431.28
"2013-03-16","21",1350,62,35,10667.39
"2013-03-16","22",1139,49,30,22737.36
"2013-03-16","23",1077,52,27,15645.91
"2013-03-17","00",572,24,14,4550.55
"2013-03-17","01",464,18,12,9257.08
"2013-03-17","02",254,12,8,2906.39
"2013-03-17","03",223,10,5,3015.91
"2013-03-17","04",264,9,7,3636.87
"2013-03-17","05",489,22,9,1860.55
"2013-03-17","06",829,31,22,6233.38
"2013-03-17","07",1451,65,41,19106.24
"2013-03-17","08",1701,82,47,21173.21
"2013-03-17","09",1978,96,57,20026.41
"2013-03-17","10",2353,103,69,25415.48
"2013-03-17","11",2591,135,74,42702.81
"2013-03-17","12",2776,125,91,31987.18
"2013-03-17","13",3259,138,85,33616.33
"2013-03-17","14",3343,161,79,30515.38
"2013-03-17","15",2499,112,72,27456.84
"2013-03-17","16",3518,145,86,23949.25
"2013-03-17","17",3049,133,87,33401
"2013-03-17","18",3125,144,92,36405.31
"2013-03-17","19",2648,125,76,32639.66
"2013-03-17","20",3217,152,95,38239.42
"2013-03-17","21",2540,117,78,36810.96
"2013-03-17","22",1727,79,47,25493.33
"2013-03-17","23",1262,53,39,17365.87
"2013-03-18","00",536,24,17,6391.31
"2013-03-18","01",279,14,7,1816.61
"2013-03-18","02",190,10,8,4533.61
"2013-03-18","03",335,13,7,3424.87
"2013-03-18","04",427,18,15,5974.79
"2013-03-18","05",701,30,20,4297.81
"2013-03-18","06",1620,77,40,21215.89
"2013-03-18","07",1281,64,39,14207.21
"2013-03-18","08",1630,74,53,16238.57
"2013-03-18","09",2794,123,79,30560.57
"2013-03-18","10",3089,133,91,31701.36
"2013-03-18","11",3381,152,100,40945.1
"2013-03-18","12",3277,138,86,32317.33
"2013-03-18","13",3142,155,84,32931.37
"2013-03-18","14",2922,124,75,30506.4
"2013-03-18","15",3002,131,78,29592.36
"2013-03-18","16",3000,125,72,25500.63
"2013-03-18","17",3702,156,103,39614.16
"2013-03-18","18",3516,167,105,36760.46
"2013-03-18","19",3286,164,82,28401.93
"2013-03-18","20",3388,141,99,52329.73
"2013-03-18","21",2863,124,76,28968.1
"2013-03-18","22",1784,82,57,28001.73
"2013-03-18","23",1497,69,38,19412.87
"2013-03-19","00",557,36,9,2828.94
"2013-03-19","01",421,21,10,5402.36
"2013-03-19","02",471,22,18,4771.8
"2013-03-19","03",267,12,7,5553.76
"2013-03-19","04",531,24,13,6538.2
"2013-03-19","05",812,35,27,12564.75
"2013-03-19","06",1115,47,33,11649.46
"2013-03-19","07",1684,71,48,16271.55
"2013-03-19","08",2185,94,56,14369.17
"2013-03-19","09",2999,129,80,26069
"2013-03-19","10",2942,126,72,31428.02
"2013-03-19","11",3107,144,94,35522.23
"2013-03-19","12",3041,136,94,32890.18
"2013-03-19","13",2583,111,72,24681.1
"2013-03-19","14",3206,137,89,37639.35
"2013-03-19","15",2520,102,56,23730.65
"2013-03-19","16",3006,139,84,36319.47
"2013-03-19","17",3424,158,101,43015.31
"2013-03-19","18",3402,161,91,34154.6
"2013-03-19","19",2329,107,64,22632.67
"2013-03-19","20",2303,103,74,31698.24
"2013-03-19","21",2395,105,71,32760.11
"2013-03-19","22",1875,96,53,30823.97
"2013-03-19","23",1272,56,32,15897
"2013-03-20","00",665,28,19,5629.02
"2013-03-20","01",519,22,14,6585.79
"2013-03-20","02",422,18,11,6521
"2013-03-20","03",296,12,10,4046.01
"2013-03-20","04",626,29,23,8238.24
"2013-03-20","05",770,39,21,7645.7
"2013-03-20","06",1159,53,27,9420.74
"2013-03-20","07",1895,76,57,20960.57
"2013-03-20","08",2466,111,72,19954.28
"2013-03-20","09",2583,108,67,26629.15
"2013-03-20","10",2740,127,83,20685.9
"2013-03-20","11",2980,132,79,28439.65
"2013-03-20","12",2897,132,76,29378.87
"2013-03-20","13",3007,132,74,31768.17
"2013-03-20","14",2862,133,79,33643.39
"2013-03-20","15",2751,121,65,24059.24
"2013-03-20","16",3297,147,97,33758.09
"2013-03-20","17",3040,131,87,31935.27
"2013-03-20","18",3593,159,109,36722.17
"2013-03-20","19",3797,172,114,32487.8
"2013-03-20","20",2563,129,88,33508.16
"2013-03-20","21",2622,128,76,29078.15
"2013-03-20","22",2145,94,59,18796.8
"2013-03-20","23",1043,59,22,5641.4
"2013-03-21","00",713,29,19,7199.2
"2013-03-21","01",627,28,15,6457.85
"2013-03-21","02",336,22,9,5062.78
"2013-03-21","03",368,16,9,1912.24
"2013-03-21","04",469,24,9,2203.99
"2013-03-21","05",720,29,22,5041.64
"2013-03-21","06",1221,54,28,9900.62
"2013-03-21","07",1548,76,48,18323.78
"2013-03-21","08",2440,110,64,22797.88
"2013-03-21","09",2382,93,63,19258.88
"2013-03-21","10",3026,140,76,30492.86
"2013-03-21","11",2632,113,68,25790.74
"2013-03-21","12",2178,99,55,18039.24
"2013-03-21","13",1760,86,38,13946.91
"2013-03-21","14",2806,136,74,32227.69
"2013-03-21","15",2988,133,80,35600.7
"2013-03-21","16",2721,125,74,29238.51
"2013-03-21","17",2903,130,82,29260.43
"2013-03-21","18",2509,112,63,18735.21
"2013-03-21","19",3268,135,90,24243.52
"2013-03-21","20",2957,121,79,25068.8
"2013-03-21","21",1804,72,44,13064.39
"2013-03-21","22",1389,70,41,12914.41
"2013-03-21","23",1163,53,35,10683.72
"2013-03-22","00",948,44,24,10071.52
"2013-03-22","01",358,18,11,3433.24
"2013-03-22","02",337,12,10,3489.33
"2013-03-22","03",215,9,8,3448.47
"2013-03-22","04",417,20,14,4670.86
"2013-03-22","05",696,24,13,2633.62
"2013-03-22","06",1385,67,41,12875.37
"2013-03-22","07",1707,74,47,12868.86
"2013-03-22","08",1649,69,42,13948.46
"2013-03-22","09",2427,106,72,27869.46
"2013-03-22","10",2213,103,67,20198.04
"2013-03-22","11",2865,116,75,26314.41
"2013-03-22","12",2797,125,77,27788.5
"2013-03-22","13",2872,141,78,29857.74
"2013-03-22","14",2646,119,79,33966.34
"2013-03-22","15",2576,115,74,38280.35
"2013-03-22","16",2468,112,76,31368.85
"2013-03-22","17",2013,88,60,18478.88
"2013-03-22","18",2217,106,68,21312.7
"2013-03-22","19",2390,105,68,24084.81
"2013-03-22","20",2283,104,62,24264.32
"2013-03-22","21",1719,88,43,17424.86
"2013-03-22","22",1266,57,33,12372.14
"2013-03-22","23",1364,60,40,17274.43
"2013-03-23","00",603,26,22,8602.86
"2013-03-23","01",464,21,16,5496.84
"2013-03-23","02",518,20,16,7575.72
"2013-03-23","03",335,11,9,7174.09
"2013-03-23","04",232,12,9,1757.03
"2013-03-23","05",461,20,11,6106.14
"2013-03-23","06",722,33,26,9457.18
"2013-03-23","07",1283,52,31,10175.69
"2013-03-23","08",1583,71,50,14711.82
"2013-03-23","09",1932,86,56,16870.41
"2013-03-23","10",2351,96,76,23606.07
"2013-03-23","11",2274,99,68,23844.8
"2013-03-23","12",2066,97,58,18580.35
"2013-03-23","13",1899,89,58,21261.1
"2013-03-23","14",2638,110,73,26909.96
"2013-03-23","15",2322,94,63,27126.04
"2013-03-23","16",2164,93,59,22000.6
"2013-03-23","17",2200,103,52,19533.07
"2013-03-23","18",2573,107,75,22870.21
"2013-03-23","19",2364,94,63,16478.68
"2013-03-23","20",1765,83,41,12017.9
"2013-03-23","21",1314,60,34,11071.7
"2013-03-23","22",1344,61,38,15982.8
"2013-03-23","23",970,43,29,8915.28
"2013-03-24","00",640,30,13,2838.32
"2013-03-24","01",424,20,9,2692.15
"2013-03-24","02",277,12,8,2722.13
"2013-03-24","03",235,13,6,2269.16
"2013-03-24","04",398,23,12,9361.7
"2013-03-24","05",658,30,17,4856.29
"2013-03-24","06",725,29,20,7206.64
"2013-03-24","07",1288,63,39,14635.94
"2013-03-24","08",1420,68,47,17179.68
"2013-03-24","09",2184,94,61,18427.52
"2013-03-24","10",2423,100,64,23949.76
"2013-03-24","11",3127,134,78,32323.06
"2013-03-24","12",3500,154,90,32508.96
"2013-03-24","13",2857,133,74,29958.8
"2013-03-24","14",2864,127,88,33355.65
"2013-03-24","15",2827,136,80,26554.88
"2013-03-24","16",2743,130,79,29581.13
"2013-03-24","17",3134,134,81,32216.16
"2013-03-24","18",3326,141,94,37552.14
"2013-03-24","19",2405,102,64,38791.08
"2013-03-24","20",3206,138,79,29854.99
"2013-03-24","21",2271,102,68,26871.74
"2013-03-24","22",1555,78,42,19752.73
"2013-03-24","23",1056,52,31,9974.08
"2013-03-25","00",450,21,12,4562.66
"2013-03-25","01",216,8,5,1821.82
"2013-03-25","02",200,9,7,1265
"2013-03-25","03",148,8,3,853.49
"2013-03-25","04",260,11,7,2253.19
"2013-03-25","05",888,43,22,7588.28
"2013-03-25","06",1102,48,30,9697.52
"2013-03-25","07",1492,64,42,16353.94
"2013-03-25","08",2564,101,76,21644.3
"2013-03-25","09",3262,138,80,23334.19
"2013-03-25","10",3641,151,88,28105.52
"2013-03-25","11",2279,106,49,14226.53
"2013-03-25","12",2310,108,56,21695.82
"2013-03-25","13",3360,138,78,26732.04
"2013-03-25","14",2876,116,77,24154.6
"2013-03-25","15",2122,99,57,20558.16
"2013-03-25","16",2958,134,77,26866.16
"2013-03-25","17",3368,140,76,35609.38
"2013-03-25","18",3273,141,89,32393.76
"2013-03-25","19",2885,149,73,22985.62
"2013-03-25","20",3423,151,89,33508.28
"2013-03-25","21",2272,102,56,21888.09
"2013-03-25","22",1596,79,44,13056.69
"2013-03-25","23",1206,64,30,20510.02
"2013-03-26","00",566,29,16,5405.4
"2013-03-26","01",406,15,9,2023.26
"2013-03-26","02",265,13,5,2666.72
"2013-03-26","03",263,14,6,3794.61
"2013-03-26","04",478,24,13,6476.42
"2013-03-26","05",1038,46,25,8428.39
"2013-03-26","06",1784,76,40,10331.51
"2013-03-26","07",1977,84,54,16020.5
"2013-03-26","08",2537,109,65,21502.41
"2013-03-26","09",2347,101,70,35993.85
"2013-03-26","10",3164,138,80,26602.08
"2013-03-26","11",2574,127,68,20684.96
"2013-03-26","12",3137,142,83,31588.17
"2013-03-26","13",3050,140,82,32272.63
"2013-03-26","14",2904,123,82,33871.69
"2013-03-26","15",2639,108,69,22989.1
"2013-03-26","16",3263,140,98,28787.96
"2013-03-26","17",3252,150,78,25084.98
"2013-03-26","18",2964,127,69,28872.26
"2013-03-26","19",2780,134,70,23287.95
"2013-03-26","20",2960,147,85,30612.57
"2013-03-26","21",2415,128,67,25844.71
"2013-03-26","22",1885,89,53,18392.45
"2013-03-26","23",1675,78,35,15761.78
"2013-03-27","00",1054,48,24,10421.66
"2013-03-27","01",392,15,7,2339.76
"2013-03-27","02",281,15,7,3532.5
"2013-03-27","03",421,15,9,4532.27
"2013-03-27","04",268,13,10,4152.36
"2013-03-27","05",438,17,13,4031.23
"2013-03-27","06",2088,82,56,21791.19
"2013-03-27","07",1815,80,50,14396.69
"2013-03-27","08",2201,89,57,21887.08
"2013-03-27","09",2534,111,70,19486.9
"2013-03-27","10",2864,131,80,39572.59
"2013-03-27","11",2842,130,86,38997.13
"2013-03-27","12",2792,127,78,28494.27
"2013-03-27","13",2552,117,76,26666.77
"2013-03-27","14",2479,106,71,33944.14
"2013-03-27","15",2496,124,73,26771.46
"2013-03-27","16",2756,120,78,27669.74
"2013-03-27","17",3173,150,95,33880.95
"2013-03-27","18",2371,104,68,27019.64
"2013-03-27","19",3244,143,90,34567.88
"2013-03-27","20",2492,114,66,30852.88
"2013-03-27","21",2194,101,64,25842.89
"2013-03-27","22",2298,129,55,21194.25
"2013-03-27","23",1263,86,44,15006.17
"2013-03-28","00",807,37,22,9842.35
"2013-03-28","01",429,21,13,5657.4
"2013-03-28","02",297,13,8,2773.08
"2013-03-28","03",359,17,11,5990.99
"2013-03-28","04",337,13,6,2129.5
"2013-03-28","05",580,23,17,6019.07
"2013-03-28","06",1337,52,38,15829.36
"2013-03-28","07",1675,70,53,15955.23
"2013-03-28","08",2151,94,67,21935.79
"2013-03-28","09",2197,102,67,29306.9
"2013-03-28","10",2935,125,88,29743.7
"2013-03-28","11",3064,141,93,86896.57
"2013-03-28","12",2812,117,78,31657.72
"2013-03-28","13",2803,119,79,27042.7
"2013-03-28","14",2669,114,80,22688.05
"2013-03-28","15",2828,118,71,24065.76
"2013-03-28","16",2244,98,65,22177.35
"2013-03-28","17",2516,110,75,22118.29
"2013-03-28","18",2523,111,72,26741.39
"2013-03-28","19",2672,123,78,25919.79
"2013-03-28","20",2430,112,72,32389.98
"2013-03-28","21",2624,109,79,26783.99
"2013-03-28","22",1588,74,44,11027.58
"2013-03-28","23",1264,64,43,12453.48
"2013-03-29","00",817,32,20,6744.44
"2013-03-29","01",544,22,19,7492.36
"2013-03-29","02",396,24,10,4009.18
"2013-03-29","03",236,13,8,2237.15
"2013-03-29","04",265,13,9,3316.81
"2013-03-29","05",813,29,22,5902.32
"2013-03-29","06",1254,52,41,13870.89
"2013-03-29","07",1444,63,48,13452.39
"2013-03-29","08",2091,99,63,18571.62
"2013-03-29","09",2352,103,72,24781.14
"2013-03-29","10",2843,113,74,24589.63
"2013-03-29","11",2459,114,70,81709.42
"2013-03-29","12",2284,108,68,29380.44
"2013-03-29","13",2108,82,47,19080.53
"2013-03-29","14",2338,105,62,27392.85
"2013-03-29","15",2072,84,54,16480.53
"2013-03-29","16",2032,89,67,27711.47
"2013-03-29","17",2012,101,69,27633.86
"2013-03-29","18",2313,95,66,23415.11
"2013-03-29","19",2127,100,59,15917.8
"2013-03-29","20",1510,71,39,17535.28
"2013-03-29","21",1736,71,39,14777.98
"2013-03-29","22",1189,50,31,10122.08
"2013-03-29","23",965,49,25,11231.36
"2013-03-30","00",557,25,12,4565.82
"2013-03-30","01",352,20,8,1867
"2013-03-30","02",302,11,9,1190.29
"2013-03-30","03",320,14,11,3509.42
"2013-03-30","04",265,13,11,3672.35
"2013-03-30","05",456,22,14,7928.84
"2013-03-30","06",881,37,24,8103.7
"2013-03-30","07",1062,43,33,10513.29
"2013-03-30","08",1309,56,30,6683.17
"2013-03-30","09",1588,66,37,14544.41
"2013-03-30","10",1623,82,48,14442.94
"2013-03-30","11",1821,77,43,18432.26
"2013-03-30","12",1692,78,53,24573.72
"2013-03-30","13",1218,58,40,15841.19
"2013-03-30","14",2026,93,51,16596.82
"2013-03-30","15",1584,70,49,20258.96
"2013-03-30","16",1431,71,40,14651.55
"2013-03-30","17",2078,92,55,24444.5
"2013-03-30","18",2090,93,60,20877.31
"2013-03-30","19",1225,55,38,14396.9
"2013-03-30","20",1168,60,38,13789.16
"2013-03-30","21",1463,66,40,12368.1
"2013-03-30","22",1224,66,33,11378.16
"2013-03-30","23",1426,56,37,21170.31
"2013-03-31","00",594,32,14,9037.62
"2013-03-31","01",414,17,12,2264.43
"2013-03-31","02",132,5,3,2732.98
"2013-03-31","03",89,4,2,259.16
"2013-03-31","04",283,12,8,1481.16
"2013-03-31","05",392,16,12,3029.77
"2013-03-31","06",766,40,22,10197.21
"2013-03-31","07",773,36,29,7920.93
"2013-03-31","08",1193,53,40,12182.89
"2013-03-31","09",1327,48,32,12229.76
"2013-03-31","10",1568,67,49,21181.93
"2013-03-31","11",2230,102,69,26930.77
"2013-03-31","12",2229,102,55,23010.67
"2013-03-31","13",1675,75,50,23518.3
"2013-03-31","14",2421,105,67,20334.59
"2013-03-31","15",2256,97,63,20770.77
"2013-03-31","16",2088,102,60,22100.67
"2013-03-31","17",2652,101,73,29387.59
"2013-03-31","18",2795,125,78,30195.44
"2013-03-31","19",2274,96,61,23576.66
"2013-03-31","20",2011,100,55,19934.22
"2013-03-31","21",1754,80,54,20422.02
"2013-03-31","22",1340,64,39,19086.32
"2013-03-31","23",1061,50,31,11754.19
"2013-04-01","00",616,30,15,4810.6
"2013-04-01","01",544,23,12,4365.48
"2013-04-01","02",251,14,8,7191.83
"2013-04-01","03",464,19,11,4649.87
"2013-04-01","04",343,14,9,3810.91
"2013-04-01","05",690,34,19,7274.58
"2013-04-01","06",1078,49,37,12047.91
"2013-04-01","07",1873,73,52,17537.09
"2013-04-01","08",2331,100,69,28131.22
"2013-04-01","09",2840,122,77,27842
"2013-04-01","10",3176,148,94,32916.24
"2013-04-01","11",3723,166,94,31001.1
"2013-04-01","12",3337,149,91,25948.51
