"srch_id","date_time","site_id","visitor_location_country_id","visitor_hist_starrating","visitor_hist_adr_usd","prop_country_id","prop_id","prop_starrating","prop_review_score","prop_brand_bool","prop_location_score1","prop_location_score2","prop_log_historical_price","position","price_usd","promotion_flag","srch_destination_id","srch_length_of_stay","srch_booking_window","srch_adults_count","srch_children_count","srch_room_count","srch_saturday_night_bool","srch_query_affinity_score","orig_destination_distance","random_bool","comp1_rate","comp1_inv","comp1_rate_percent_diff","comp2_rate","comp2_inv","comp2_rate_percent_diff","comp3_rate","comp3_inv","comp3_rate_percent_diff","comp4_rate","comp4_inv","comp4_rate_percent_diff","comp5_rate","comp5_inv","comp5_rate_percent_diff","comp6_rate","comp6_inv","comp6_rate_percent_diff","comp7_rate","comp7_inv","comp7_rate_percent_diff","comp8_rate","comp8_inv","comp8_rate_percent_diff","click_bool","gross_bookings_usd","booking_bool"
"270209","2013-05-30 21:24:33","5","219",NA,NA,"219","89334",4,4.5,"1",2.08,0.0295,5.16,"12",119,"0","2274",1,9,2,0,1,"1",NA,140.15,"1",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"270274","2013-05-29 10:15:17","5","219",NA,NA,"219","137262",4,4,"1",3.09,0.2134,4.9,"14",169,"0","23753",1,84,1,0,1,"0",NA,1938.74,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"270344","2012-11-16 20:28:46","5","219",NA,NA,"219","114648",4,4,"0",3.3,0.05,4.92,"9",89,"0","1761",1,2,1,0,1,"0",NA,493.28,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"270412","2013-02-25 15:25:24","34","205",NA,NA,"205","41564",3,0,"0",3.26,NA,4.86,"29",139.5,"0","18643",2,62,2,0,1,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"270475","2013-02-27 19:48:48","5","219",NA,NA,"219","31547",3,4,"1",0.69,0.0016,5.12,"24",154,"0","10032",6,46,1,2,1,"0",NA,1221,"0",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"270547","2013-01-10 12:34:32","5","219",NA,NA,"219","27902",3,4.5,"1",1.61,NA,4.77,"22",89,"0","21296",2,0,2,0,1,"1",NA,153.49,"0",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"270628","2012-11-06 20:53:49","5","219",NA,NA,"219","39455",4,4.5,"1",1.79,6e-04,5.34,"27",199,"0","14167",2,1,1,0,1,"0",NA,349.54,"1",NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,-1,0,15,NA,NA,NA,NA,NA,NA,-1,0,15,"0",NA,"0"
"270691","2013-06-10 05:47:14","5","219",3.65,328.78,"219","96780",3,4,"0",5.18,0.3063,0,"25",399,"0","9402",2,28,1,0,1,"0",NA,1765.1,"0",NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"270750","2013-05-13 11:13:37","5","219",NA,NA,"219","19673",3,4.5,"1",2.71,0.1708,4.73,"16",149,"0","19314",1,16,1,0,1,"0",NA,181.91,"0",NA,NA,NA,0,0,NA,-1,0,26,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"270816","2013-01-25 07:14:39","14","100",NA,NA,"99","52707",2,2.5,"0",5.95,0.0166,4.55,"18",100.42,"0","13292",3,144,2,0,1,"0",NA,3424.04,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"270875","2013-02-25 19:35:51","5","219",NA,NA,"219","93123",4,4,"1",3.69,0.0757,5.24,"27",239,"0","6443",3,3,1,1,1,"1",NA,0.27,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"270939","2013-05-14 09:35:18","32","220",NA,NA,"219","112125",4,4,"1",1.79,0.0101,5.62,"35",290.74,"0","13483",1,6,1,0,1,"0",-20.7573,8587.32,"0",NA,NA,NA,-1,0,16,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-1,0,16,"0",NA,"0"
"270998","2013-03-12 22:27:08","34","205",NA,NA,"55","81641",5,4.5,"1",5.24,0.0111,6.01,"29",865.05,"0","10979",6,135,2,2,1,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"271062","2013-05-29 13:37:17","5","219",NA,NA,"219","123915",3,4.5,"1",0,0.0731,5.07,"2",129,"1","8993",1,10,2,0,1,"1",NA,120.79,"0",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"1",143.55,"1"
"271131","2013-06-27 07:29:05","5","219",NA,NA,"219","104161",3,4.5,"0",0.69,0.0015,0,"8",87,"1","25733",2,1,2,0,1,"1",NA,218.65,"0",NA,NA,NA,1,0,3,1,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0,14,"0",NA,"0"
"271194","2013-03-28 08:31:29","5","219",NA,NA,"219","97501",0,4,"1",2.71,0.1655,4.98,"12",149,"0","4947",3,74,2,0,1,"0",NA,618.52,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"271252","2013-06-14 10:41:53","5","219",NA,NA,"219","121976",3,4.5,"1",2.2,0.0505,0,"3",122,"0","19521",2,3,1,0,1,"0",NA,146.69,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"271321","2013-01-14 23:15:14","15","55",NA,NA,"60","50542",4,4.5,"0",5.9,0.5406,5.04,"13",72.35,"1","20446",3,61,2,0,1,"1",NA,NA,"1",1,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0,2,NA,NA,NA,-1,0,2,NA,NA,NA,"0",NA,"0"
"271381","2013-05-25 12:13:14","5","219",NA,NA,"219","96548",2,3,"1",0.69,NA,4.17,"33",65,"0","1516",2,27,6,0,3,"1",NA,623.15,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"271447","2012-11-08 14:21:29","16","31",NA,NA,"31","4122",0,0,"0",1.1,NA,4.83,"25",63.74,"0","17128",1,1,1,0,1,"1",NA,33.25,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,-1,0,5,0,0,NA,NA,NA,NA,"0",NA,"0"
"271512","2013-05-16 01:35:22","32","220",NA,NA,"154","87783",4,4.5,"0",4.16,0.2114,5.13,"6",227.56,"0","16396",2,49,2,0,1,"1",NA,8263.86,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0,31,-1,0,31,-1,0,30,NA,NA,NA,"0",NA,"0"
"271581","2013-01-01 23:59:28","15","181",NA,NA,"31","29299",4,4,"0",4.01,0.0993,5.12,"28",118.6,"0","20002",3,26,2,0,1,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"271656","2013-02-10 19:50:39","5","219",NA,NA,"109","60209",1,5,"0",4.29,0.2497,4.35,"16",84,"0","3227",3,101,2,1,1,"0",NA,5064.03,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"271726","2013-06-10 11:30:14","5","219",NA,NA,"219","25827",4,4,"1",4.38,0.2099,0,"15",150,"1","21808",3,25,2,0,1,"1",NA,NA,"1",NA,NA,NA,0,0,NA,0,0,11,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"271792","2013-06-18 21:19:26","5","219",NA,NA,"219","24057",5,4.5,"1",1.79,0.0112,0,"13",399,"0","24521",1,4,2,0,1,"1",NA,104.89,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12,"0",NA,"0"
"271846","2013-04-13 18:54:51","18","215",NA,NA,"70","131626",3,4.5,"0",5.24,0.0802,4.95,"13",49.84,"0","25423",1,6,2,0,1,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"271918","2013-05-13 12:57:25","5","219",NA,NA,"219","91601",4,4,"1",3.04,NA,5.4,"10",259,"0","20515",1,18,2,0,1,"1",NA,511.98,"0",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"271978","2012-12-19 12:29:44","5","219",NA,NA,"219","40517",4,4,"0",5.66,0.1112,5.64,"28",147,"1","22400",3,77,1,0,1,"0",NA,206.75,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"272054","2013-06-15 07:01:21","24","13",3.1,157.5,"138","66158",4,4,"0",4.14,0.1112,0,"20",326.73,"1","23276",1,29,2,2,1,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,7,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"272123","2013-06-05 09:50:46","5","219",NA,NA,"219","61419",3,5,"1",3.3,0.0261,0,"32",125,"0","18495",1,3,1,1,1,"1",NA,268.52,"0",NA,NA,NA,0,0,NA,1,0,26,NA,NA,NA,1,0,3,NA,NA,NA,NA,NA,NA,-1,0,18,"0",NA,"0"
"272189","2012-11-11 11:59:42","5","219",NA,NA,"219","7799",3,4,"1",1.95,0.0296,5.11,"30",89,"0","11667",1,14,2,0,1,"0",NA,496.29,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"272250","2013-04-16 17:25:23","5","219",NA,NA,"219","44923",5,4.5,"0",5.78,0.1161,6.14,"3",334,"0","4562",2,85,1,1,1,"0",NA,733.76,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"272332","2013-03-28 09:22:06","5","219",NA,NA,"31","128329",4,4,"0",6.45,0.5043,5.68,"30",484,"1","4213",3,55,2,0,1,"0",NA,6158.72,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"0",NA,"0"
"272389","2012-11-15 08:50:09","5","219",NA,NA,"219","64657",4,0,"1",2.56,0.0012,5.69,"21",349,"0","4562",2,7,4,2,2,"1",NA,189.54,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"272447","2013-04-28 14:52:24","18","106",NA,NA,"132","4713",0,NA,"0",0.69,NA,4.93,"1",179.8,"0","12062",5,9,2,0,1,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",954.4,"1"
"272510","2013-03-31 11:20:16","5","219",NA,NA,"219","81443",2,2.5,"1",1.61,0.0285,4.19,"26",67,"1","28203",1,4,2,0,1,"1",NA,NA,"0",NA,NA,NA,0,0,NA,-1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"272575","2013-05-23 17:56:50","5","219",NA,NA,"219","45503",0,5,"0",1.79,0.5532,4.86,"2",160,"0","21996",1,15,2,0,1,"1",NA,136.47,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"272641","2013-06-17 19:21:03","32","220",NA,NA,"220","40324",5,4,"0",4.56,0.3428,0,"2",124.08,"0","4427",1,5,2,0,1,"1",NA,NA,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",124.4,"1"
"272713","2013-04-11 12:16:05","5","219",NA,NA,"219","85582",2,3,"1",2.94,0.1918,3.94,"9",45,"0","15978",1,9,2,0,1,"1",NA,NA,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,-1,0,9,NA,NA,NA,NA,NA,NA,-1,0,9,"0",NA,"0"
"272780","2013-05-19 21:12:56","5","219",NA,NA,"219","4175",3,4.5,"1",1.79,0.1405,4.91,"13",117,"0","15712",1,7,2,3,1,"0",NA,42.68,"1",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"272839","2013-03-03 10:19:51","14","100",NA,NA,"100","55728",2,3.5,"0",3.93,0.0797,4.72,"28",74.02,"1","19898",1,4,2,0,1,"1",NA,0.35,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"272902","2013-03-11 11:08:57","5","219",NA,NA,"219","110006",2,2,"1",1.39,0.0062,4.25,"18",70,"0","6443",1,0,1,0,1,"0",NA,4.51,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0,9,NA,NA,NA,NA,NA,NA,-1,0,9,"0",NA,"0"
"272975","2013-05-25 18:44:49","5","219",NA,NA,"219","74204",3,4,"1",3.18,0.1029,5.12,"27",129,"0","11164",2,15,2,0,1,"0",NA,96.76,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"273036","2013-05-15 12:02:55","32","220",NA,NA,"216","95527",5,4.5,"0",2.83,0.0379,5.86,"26",230.62,"1","28172",1,54,2,0,1,"0",NA,5090.45,"0",NA,NA,NA,NA,NA,NA,-1,0,3,-1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"273105","2013-02-01 18:45:54","5","219",NA,NA,"100","99182",0,5,"1",3.87,0.314,5.14,"21",212,"0","19898",3,198,2,3,1,"0",NA,2410.85,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"273168","2013-03-07 22:57:17","5","219",NA,NA,"55","98339",3,3.5,"1",1.39,0.0231,5.21,"30",177,"0","22914",1,57,2,0,1,"1",NA,4398.76,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,0,0,NA,NA,NA,NA,"0",NA,"0"
"273234","2012-12-15 11:55:28","5","219",NA,NA,"219","130823",2,3.5,"1",1.79,0.0082,4.34,"4",48,"1","25136",3,89,2,1,1,"1",NA,65.53,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"273296","2013-02-22 16:21:38","16","31",3.8,177.23,"31","81841",4,4,"0",2.08,NA,4.81,"14",52.76,"0","24067",1,4,1,0,1,"0",NA,319.36,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"273352","2013-04-27 15:45:22","15","55",NA,NA,"99","62621",3,0,"1",3.89,NA,4.94,"24",171.75,"0","4808",1,70,2,0,1,"1",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"273418","2013-05-05 18:16:58","5","219",NA,NA,"219","13234",3,4,"1",3.04,0.0036,4.49,"10",80,"0","8347",1,16,2,0,1,"0",NA,1552.4,"0",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"273476","2013-02-23 10:48:00","15","39",NA,NA,"31","42785",4,4,"0",5.15,0.1008,5.18,"21",154.66,"0","16841",3,107,2,0,1,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"273537","2013-01-20 20:57:36","15","55",NA,NA,"31","131719",1,0,"0",6.73,NA,5.15,"20",85.69,"0","9483",6,63,2,0,1,"0",NA,NA,"0",1,0,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"273604","2012-12-27 23:16:19","24","216",4.41,157.73,"99","66271",4,4,"1",6,0.0449,6.1,"30",460.31,"0","13292",1,1,2,0,1,"1",NA,NA,"0",0,0,NA,NA,NA,NA,-1,0,5,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,"0",NA,"0"
"273669","2013-02-04 10:39:11","5","219",2.88,169.91,"219","90836",2,2.5,"0",3.47,0.1136,4.98,"34",70,"0","26067",1,67,2,0,1,"1",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"273734","2013-05-01 21:01:55","24","216",NA,NA,"31","19448",4,4,"0",5.21,0.1214,5.59,"4",302.35,"1","4924",6,51,1,0,1,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"0"
"273793","2012-11-15 20:52:06","5","219",NA,NA,"219","100081",4,4.5,"1",3.43,0.0261,5.63,"14",129,"0","14519",2,2,2,1,1,"1",NA,197.14,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,14,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"273859","2013-05-15 18:52:12","5","219",NA,NA,"219","44998",2,3.5,"1",0.69,0.007,4.46,"27",65,"0","1986",1,3,2,0,1,"1",NA,7.94,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"273928","2013-03-27 21:00:16","14","100",NA,NA,"219","93974",4,4.5,"1",5.17,0.3128,5.67,"22",287.4,"1","9402",4,29,2,0,1,"1",NA,795.67,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"273996","2013-02-05 19:23:41","14","100",NA,NA,"100","113920",4,4,"0",3.66,0.0239,5.37,"25",214.95,"0","20438",2,4,2,2,1,"1",NA,55.65,"0",NA,NA,NA,-1,0,8,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"274060","2013-03-26 11:45:38","5","219",NA,NA,"219","56704",2,3.5,"1",2.64,0.0268,4.32,"20",68,"0","7516",1,34,2,0,1,"0",NA,942.77,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,16,"0",NA,"0"
"274133","2012-11-27 04:50:51","5","219",NA,NA,"219","113107",3,2.5,"1",0.69,0.0429,4.37,"13",69,"0","20543",1,24,1,1,1,"1",NA,73.48,"0",NA,NA,NA,0,0,34,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,56,"0",NA,"0"
"274197","2013-02-10 17:09:26","5","219",NA,NA,"219","23324",2,0,"0",4.14,0.0816,4.84,"15",98,"0","25479",4,29,2,0,1,"0",NA,1083.55,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"1",NA,"0"
"274261","2013-02-13 08:48:15","7","55",NA,NA,"99","108968",4,4,"0",5.88,0.3175,5.86,"3",193.65,"1","16696",2,10,2,1,1,"1",NA,NA,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,1,NA,NA,NA,NA,"0",NA,"0"
"274330","2013-01-05 15:31:09","5","219",NA,NA,"219","50856",3,5,"1",2.94,0.0975,5.06,"12",69,"0","1143",2,7,1,0,1,"1",NA,353.79,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"274414","2012-12-19 10:41:48","5","219",2.5,125.74,"219","88593",4,4.5,"1",1.95,0.1832,5.39,"4",279,"0","23649",1,52,2,0,1,"1",NA,726.4,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"274488","2013-06-17 12:29:11","5","219",2.26,110.02,"219","2259",2,3,"1",0,0.0335,0,"4",50,"0","11254",1,13,2,0,1,"0",NA,317.13,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"274552","2013-03-28 11:12:27","5","219",NA,NA,"219","18287",3,3.5,"0",3.3,0.0462,4.41,"33",61,"1","4599",1,0,2,0,1,"1",NA,304.84,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,25,"0",NA,"0"
"274597","2013-02-04 13:05:14","15","55",NA,NA,"129","133701",5,5,"1",5.18,0.043,6.15,"8",291.57,"0","19968",2,221,2,0,1,"1",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"274664","2012-12-12 11:25:56","5","219",NA,NA,"219","7780",4,4,"1",2.08,0.1978,4.97,"14",95,"0","16179",2,58,2,0,1,"1",NA,414.96,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"274731","2012-11-27 14:47:01","5","100",NA,NA,"100","136210",4,3.5,"1",2.3,0.125,4.47,"12",72,"0","12313",7,4,1,0,1,"0",NA,48.4,"1",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"274795","2013-01-23 21:36:11","14","100",NA,NA,"100","94850",3,4,"0",4.11,0.1443,4.9,"21",72.06,"1","6948",1,29,2,0,1,"1",NA,10.82,"1",NA,NA,NA,1,0,5,NA,NA,NA,NA,NA,NA,1,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"274872","2013-02-24 19:46:04","14","100",NA,NA,"100","116291",3,4,"1",0.69,NA,5.14,"8",113.56,"0","7344",1,5,2,0,1,"1",NA,233.47,"1",NA,NA,NA,-1,0,7,NA,NA,NA,NA,NA,NA,-1,0,7,NA,NA,NA,NA,NA,NA,-1,0,7,"0",NA,"0"
"274937","2013-04-16 20:28:53","32","220",NA,NA,"219","8951",2,4,"1",3.43,0.1978,4.98,"7",115.34,"0","20857",3,40,2,1,1,"0",NA,7938.54,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,-1,0,7,NA,NA,NA,NA,NA,NA,-1,0,7,"0",NA,"0"
"275005","2013-05-11 19:52:54","11","103",NA,NA,"81","1575",3,3,"0",4.45,NA,4.31,"23",69.72,"0","11414",1,25,2,0,1,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"275072","2013-06-18 22:37:31","5","219",NA,NA,"219","40279",5,4.5,"1",4.29,0.2385,0,"7",159,"0","8192",3,27,2,0,1,"0",NA,226.22,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"1",537.6,"1"
"275141","2013-03-27 23:24:38","14","100",NA,NA,"100","75807",4,4,"1",5.02,0.0675,5.44,"16",127.95,"0","2142",1,3,2,1,1,"1",NA,319.16,"0",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"275209","2013-04-09 17:45:01","14","100",NA,NA,"100","15107",3,3.5,"1",2.2,0.0872,4.76,"2",91.5,"0","8084",2,10,1,2,1,"1",NA,54.64,"0",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"275278","2013-03-09 03:22:59","5","219",NA,NA,"219","76405",2,3,"1",2.56,0.1933,4.52,"24",88,"0","17659",2,0,2,0,1,"1",NA,1.86,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"275350","2013-05-07 18:59:17","5","219",NA,NA,"219","14632",0,4,"0",3.5,0.3623,5.61,"20",219,"0","27838",2,37,2,0,1,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"275418","2013-06-10 05:39:58","5","92",NA,NA,"219","96371",3,3.5,"1",1.79,0.0816,0,"7",123,"1","4748",2,10,2,0,1,"1",NA,NA,"0",NA,NA,NA,0,0,NA,0,0,33,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"275492","2013-06-02 13:03:30","5","219",NA,NA,"219","14534",2,2.5,"1",2.56,0.0601,4.58,"2",120,"0","23475",1,12,4,0,1,"1",NA,NA,"1",NA,NA,NA,-1,0,10,-1,0,10,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,-1,0,10,"0",NA,"0"
